ts_s,pid,tid,fs_magic,device_id,inode_id,op,total_time,total_requests,hist0,hist1,hist2,hist3,hist4,hist5,hist6,hist7
2025-08-27 14:08:09.667145,13019,13524,1397703499,0,70807,1,24677,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16543,1397703499,0,70045,1,69142,2,0,0,2,0,0,0,0,0
2025-08-27 14:08:09.667145,13019,13019,1397703499,0,70802,0,4985,1,0,1,0,0,0,0,0,0
2025-08-27 14:08:09.667145,14132,14134,7377,5242882,2,0,30484,6,2,3,1,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16543,1346981957,0,70817,0,125397,1,0,0,0,1,0,0,0,0
2025-08-27 14:08:09.667145,13019,13524,1397703499,0,70805,1,31306,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16535,16914836,1048585,10,0,15551,6,1,5,0,0,0,0,0,0
2025-08-27 14:08:09.667145,13019,13524,1397703499,0,70807,0,25080,3,1,1,1,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16541,1397703499,0,70823,1,60787,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16544,1346981957,0,70818,0,80669,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:09.667145,12856,12856,1397703499,0,70049,0,29779,7,0,7,0,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16535,1346981957,0,69762,0,63475,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16544,1397703499,0,70045,0,1771,1,0,1,0,0,0,0,0,0
2025-08-27 14:08:09.667145,13019,13672,1397703499,0,70802,0,4305,2,0,2,0,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16535,1346981957,0,70813,1,692,1,1,0,0,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16542,1397703499,0,70823,1,107287,2,0,0,2,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16538,1346981957,0,70028,0,59414,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:09.667145,13019,13672,1397703499,0,70805,0,2832,1,0,1,0,0,0,0,0,0
2025-08-27 14:08:09.667145,13095,13671,1397703499,0,59289,0,3825,2,1,1,0,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16533,1397703499,0,70823,0,13447,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16535,1346981957,0,70028,1,4200,1,0,1,0,0,0,0,0,0
2025-08-27 14:08:09.667145,13019,13672,1397703499,0,59555,0,40749,6,1,4,1,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16535,1346981957,0,70818,1,8532,1,0,1,0,0,0,0,0,0
2025-08-27 14:08:09.667145,14019,14122,7377,142606337,4,1,13806,2,0,2,0,0,0,0,0,0
2025-08-27 14:08:09.667145,12972,12972,1397703499,0,59601,0,9458,2,0,2,0,0,0,0,0,0
2025-08-27 14:08:09.667145,13192,13201,16914836,0,5879,1,90587,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16536,1397703499,0,70823,1,37316,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:09.667145,13095,13669,1397703499,0,59289,0,3962,2,1,1,0,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16537,1346981957,0,70025,0,48776,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16545,1346981957,0,70819,0,61416,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:09.667145,838,12627,16914836,0,6137,0,7659,4,1,3,0,0,0,0,0,0
2025-08-27 14:08:09.667145,838,12627,1397703499,0,61094,1,17567,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:09.667145,14019,14122,1397703499,0,61464,0,18888,4,2,1,1,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16542,1397703499,0,70823,0,2427,1,0,1,0,0,0,0,0,0
2025-08-27 14:08:09.667145,13019,13019,1397703499,0,70806,0,3862,2,1,1,0,0,0,0,0,0
2025-08-27 14:08:09.667145,838,15305,1397703499,0,61094,1,29128,2,0,1,1,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16535,1397703499,0,70825,1,50143,2,0,0,2,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16535,1346981957,0,70046,1,6445,1,0,1,0,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,13684,1346981957,0,69762,1,6669,1,0,1,0,0,0,0,0,0
2025-08-27 14:08:09.667145,838,15305,1397703499,0,57771,1,36525,2,0,0,2,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16541,1397703499,0,70045,1,47071,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:09.667145,838,15305,16914836,0,6137,0,0,3,3,0,0,0,0,0,0,0
2025-08-27 14:08:09.667145,838,15375,1397703499,0,57963,0,3375,1,0,1,0,0,0,0,0,0
2025-08-27 14:08:09.667145,13019,13524,1397703499,0,59600,1,92715,2,0,0,2,0,0,0,0,0
2025-08-27 14:08:09.667145,13019,13672,1397703499,0,59555,1,46594,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:09.667145,838,15305,16914836,0,5879,0,2972,2,1,1,0,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16533,1397703499,0,59616,2,898,1,1,0,0,0,0,0,0,0
2025-08-27 14:08:09.667145,13095,13671,1397703499,0,59289,1,220304,3,0,0,2,1,0,0,0,0
2025-08-27 14:08:09.667145,13253,16540,1397703499,0,70045,1,37177,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:09.667145,838,15305,1397703499,0,58241,0,14381,6,2,4,0,0,0,0,0,0
2025-08-27 14:08:09.667145,838,15305,1397703499,0,58241,1,36655,2,0,0,2,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16539,1397703499,0,70045,1,69242,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16539,1346981957,0,70031,0,44106,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16541,1346981957,0,70813,0,165895,1,0,0,0,1,0,0,0,0
2025-08-27 14:08:09.667145,13253,16535,1346981957,0,70031,1,4546,1,0,1,0,0,0,0,0,0
2025-08-27 14:08:09.667145,12720,12791,1346981957,0,56613,0,3577,2,1,1,0,0,0,0,0,0
2025-08-27 14:08:09.667145,14132,14134,16914836,0,6137,1,47984,4,0,2,2,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16536,1346981957,0,70812,0,146752,1,0,0,0,1,0,0,0,0
2025-08-27 14:08:09.667145,838,12627,1397703499,0,57771,0,2290,2,1,1,0,0,0,0,0,0
2025-08-27 14:08:09.667145,12720,12791,16914836,0,5598,1,12582,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:09.667145,838,15305,16914836,0,5598,0,108967,2,0,1,0,1,0,0,0,0
2025-08-27 14:08:09.667145,13019,13019,1346981957,0,56673,1,12531,2,0,1,1,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16535,1346981957,0,57676,1,19248,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:09.667145,13019,13672,1397703499,0,59600,0,4536,2,1,1,0,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16544,1397703499,0,70823,1,36669,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:09.667145,838,15305,16914836,0,5612,0,79267,2,1,0,1,0,0,0,0,0
2025-08-27 14:08:09.667145,13019,13019,1397703499,0,59555,1,102782,2,0,0,2,0,0,0,0,0
2025-08-27 14:08:09.667145,838,15305,1397703499,0,57771,0,5271,2,1,1,0,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16535,1346981957,0,70034,1,4421,1,0,1,0,0,0,0,0,0
2025-08-27 14:08:09.667145,13253,16542,1346981957,0,70816,0,81796,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:10.667145,13253,16539,1397703499,0,70045,1,136952,3,0,0,3,0,0,0,0,0
2025-08-27 14:08:10.667145,13253,16533,1397703499,0,70808,0,145166,48,15,32,1,0,0,0,0,0
2025-08-27 14:08:10.667145,13120,16577,1397703499,0,70078,1,108395,3,0,0,3,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13524,1397703499,0,59392,0,57588,18,3,14,1,0,0,0,0,0
2025-08-27 14:08:10.667145,838,15305,16914836,0,5622,0,16591,10,5,5,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13524,1346981957,0,56673,1,168697,15,0,7,8,0,0,0,0,0
2025-08-27 14:08:10.667145,12972,13529,1346981957,0,56613,1,103536,11,0,9,2,0,0,0,0,0
2025-08-27 14:08:10.667145,13116,16575,1346981957,0,56706,1,266844,17,0,2,15,0,0,0,0,0
2025-08-27 14:08:10.667145,838,15375,1397703499,0,70885,1,53337,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:10.667145,14132,16194,16914836,0,6137,1,50643,4,0,0,4,0,0,0,0,0
2025-08-27 14:08:10.667145,13192,13203,1346981957,0,57676,0,98587,34,15,18,1,0,0,0,0,0
2025-08-27 14:08:10.667145,12972,12972,1397703499,0,59601,0,434434,84,5,73,6,0,0,0,0,0
2025-08-27 14:08:10.667145,13253,16542,1397703499,0,70045,1,33140,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:10.667145,14132,14140,7377,5242882,2,0,56600,11,1,9,1,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13524,1397703499,0,59600,1,1328734,31,0,0,30,1,0,0,0,0
2025-08-27 14:08:10.667145,13019,13495,1397703499,0,59555,1,1312965,50,0,1,49,0,0,0,0,0
2025-08-27 14:08:10.667145,12720,12791,1346981957,0,56613,0,135373,86,36,50,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13253,16545,1397703499,0,70045,0,2630,2,1,1,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13253,16536,1397703499,0,70045,1,109490,2,0,0,2,0,0,0,0,0
2025-08-27 14:08:10.667145,12825,12914,1346981957,0,56711,0,99657,34,16,16,2,0,0,0,0,0
2025-08-27 14:08:10.667145,13120,13756,1397703499,0,70887,0,264532,18,0,13,5,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13019,1397703499,0,59392,1,253212,6,0,0,6,0,0,0,0,0
2025-08-27 14:08:10.667145,13095,13671,1397703499,0,70082,1,307013,10,0,0,10,0,0,0,0,0
2025-08-27 14:08:10.667145,13253,16544,1397703499,0,70045,1,243169,3,0,0,2,1,0,0,0,0
2025-08-27 14:08:10.667145,838,12627,16914836,0,5637,0,16361,16,8,8,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13672,1397703499,0,59713,0,82950,26,8,17,1,0,0,0,0,0
2025-08-27 14:08:10.667145,13120,13756,1397703499,0,59714,1,380711,12,0,0,12,0,0,0,0,0
2025-08-27 14:08:10.667145,13095,13671,1397703499,0,59282,2,3747,2,1,1,0,0,0,0,0,0
2025-08-27 14:08:10.667145,14132,14134,16914836,0,6137,1,327288,22,0,3,19,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13524,1397703499,0,70802,1,2714895,9,0,0,6,2,1,0,0,0
2025-08-27 14:08:10.667145,13019,13495,1397703499,0,59600,1,542135,19,0,1,18,0,0,0,0,0
2025-08-27 14:08:10.667145,838,15305,16914836,0,5598,0,71455,38,17,20,1,0,0,0,0,0
2025-08-27 14:08:10.667145,13095,13670,1397703499,0,59289,0,552784,84,12,59,12,1,0,0,0,0
2025-08-27 14:08:10.667145,13019,13672,1397703499,0,70807,1,373906,10,0,0,10,0,0,0,0,0
2025-08-27 14:08:10.667145,838,12627,16914836,0,5612,0,31081,20,11,9,0,0,0,0,0,0
2025-08-27 14:08:10.667145,838,15375,16914836,0,5612,0,36064,20,8,12,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13120,16577,1397703499,0,70887,0,92126,9,0,5,4,0,0,0,0,0
2025-08-27 14:08:10.667145,13253,16536,1397703499,0,70045,0,7407,4,0,4,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13253,16541,1397703499,0,70045,1,117521,2,0,0,2,0,0,0,0,0
2025-08-27 14:08:10.667145,13253,16540,1397703499,0,70045,0,2881,2,0,2,0,0,0,0,0,0
2025-08-27 14:08:10.667145,12758,12874,16914836,0,5612,1,402990,47,2,31,14,0,0,0,0,0
2025-08-27 14:08:10.667145,838,12627,16914836,0,5622,0,22951,16,9,7,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13672,1397703499,0,59555,0,451390,85,14,56,15,0,0,0,0,0
2025-08-27 14:08:10.667145,13253,16543,1397703499,0,70045,0,4684,3,0,3,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13253,16535,1397703499,0,70045,0,33914,8,1,7,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13095,13671,1397703499,0,59289,0,483762,98,20,62,16,0,0,0,0,0
2025-08-27 14:08:10.667145,13253,16535,1397703499,0,70808,1,5686750,16,0,0,15,0,1,0,0,0
2025-08-27 14:08:10.667145,13120,13749,1397703499,0,70887,0,4901,1,0,1,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13019,1397703499,0,59713,0,27334,4,1,2,1,0,0,0,0,0
2025-08-27 14:08:10.667145,13192,13203,16914836,0,5879,1,143583,17,1,12,4,0,0,0,0,0
2025-08-27 14:08:10.667145,13095,13669,1397703499,0,70082,1,300946,13,0,0,13,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13672,1397703499,0,59392,0,872731,22,5,15,1,1,0,0,0,0
2025-08-27 14:08:10.667145,13253,16537,1397703499,0,70045,1,131156,3,0,0,3,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13672,1397703499,0,59600,0,240537,52,8,38,6,0,0,0,0,0
2025-08-27 14:08:10.667145,13095,13670,1397703499,0,70082,1,300670,9,0,0,9,0,0,0,0,0
2025-08-27 14:08:10.667145,838,15375,16914836,0,5879,0,2020,4,3,1,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13116,13757,1397703499,0,59699,0,150357,34,0,34,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13524,1397703499,0,59600,0,384092,62,9,42,11,0,0,0,0,0
2025-08-27 14:08:10.667145,14132,16194,7377,5242882,2,0,16255,8,0,8,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13095,13671,1397703499,0,70082,0,240230,23,3,17,2,1,0,0,0,0
2025-08-27 14:08:10.667145,14019,14122,1397703499,0,61464,0,364724,72,33,32,7,0,0,0,0,0
2025-08-27 14:08:10.667145,838,15375,1397703499,0,70885,0,3424,2,0,2,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13019,1397703499,0,70802,0,64986,9,0,7,2,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13524,1397703499,0,70884,1,37278,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13019,1397703499,0,70807,1,330103,8,0,0,8,0,0,0,0,0
2025-08-27 14:08:10.667145,13253,16542,1397703499,0,70045,0,5243,3,0,3,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13253,16545,1397703499,0,70045,1,77032,2,0,0,2,0,0,0,0,0
2025-08-27 14:08:10.667145,13253,16537,1397703499,0,70045,0,5480,3,0,3,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13095,13669,1397703499,0,59289,1,2174391,76,0,0,75,1,0,0,0,0
2025-08-27 14:08:10.667145,13019,13672,1397703499,0,59713,1,450325,13,0,0,13,0,0,0,0,0
2025-08-27 14:08:10.667145,838,12627,16914836,0,5598,0,65608,30,16,13,1,0,0,0,0,0
2025-08-27 14:08:10.667145,838,15305,16914836,0,5879,0,26345,18,8,10,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13495,1397703499,0,59713,1,330597,10,0,0,10,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13524,1397703499,0,70807,1,408474,11,0,0,11,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13019,1397703499,0,59600,0,438855,31,5,22,3,1,0,0,0,0
2025-08-27 14:08:10.667145,13120,16577,1397703499,0,70078,0,11500,4,1,3,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13019,1397703499,0,59600,1,462276,15,0,0,15,0,0,0,0,0
2025-08-27 14:08:10.667145,13120,16577,1397703499,0,70887,1,4445425,21,0,0,17,3,1,0,0,0
2025-08-27 14:08:10.667145,13120,16577,1346981957,0,56711,1,269940,17,0,2,15,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13524,1397703499,0,59555,1,1098865,40,0,0,40,0,0,0,0,0
2025-08-27 14:08:10.667145,838,12627,16914836,0,5879,0,17887,12,8,4,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13253,16535,1397703499,0,70808,0,97663,22,5,15,2,0,0,0,0,0
2025-08-27 14:08:10.667145,13120,13756,1397703499,0,70887,1,297809,9,0,0,9,0,0,0,0,0
2025-08-27 14:08:10.667145,838,15375,1397703499,0,57771,1,30751,2,0,1,1,0,0,0,0,0
2025-08-27 14:08:10.667145,838,15375,1397703499,0,70075,0,4178,1,0,1,0,0,0,0,0,0
2025-08-27 14:08:10.667145,838,15305,16914836,0,5637,0,21158,12,6,6,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13672,1397703499,0,59392,1,401667,11,0,0,11,0,0,0,0,0
2025-08-27 14:08:10.667145,838,15375,1397703499,0,57771,0,6520,3,1,2,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13116,13757,1397703499,0,59699,1,3459719,33,0,0,32,0,1,0,0,0
2025-08-27 14:08:10.667145,13019,13524,1397703499,0,59713,1,335378,10,0,0,10,0,0,0,0,0
2025-08-27 14:08:10.667145,14132,14138,7377,5242882,2,0,33527,15,0,15,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13495,1397703499,0,70807,0,70619,16,3,11,2,0,0,0,0,0
2025-08-27 14:08:10.667145,838,15375,1397703499,0,58130,1,32063,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:10.667145,838,15305,1397703499,0,58130,1,38903,2,0,0,2,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13524,1397703499,0,70802,0,47069,9,0,8,1,0,0,0,0,0
2025-08-27 14:08:10.667145,12972,13527,1346981957,0,56613,1,93940,10,0,7,3,0,0,0,0,0
2025-08-27 14:08:10.667145,12779,12814,16914836,0,5622,1,218871,17,0,5,12,0,0,0,0,0
2025-08-27 14:08:10.667145,838,15305,1397703499,0,70075,1,55253,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:10.667145,12972,13530,1346981957,0,56613,1,75783,11,0,10,1,0,0,0,0,0
2025-08-27 14:08:10.667145,13095,13669,1397703499,0,59289,0,726869,110,14,79,16,1,0,0,0,0
2025-08-27 14:08:10.667145,12779,12814,1346981957,0,56706,0,125302,34,16,16,2,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13019,1346981957,0,56673,1,62637,7,0,5,2,0,0,0,0,0
2025-08-27 14:08:10.667145,13120,13756,1397703499,0,70078,0,5856,2,0,2,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13524,1397703499,0,59713,0,65778,18,1,16,1,0,0,0,0,0
2025-08-27 14:08:10.667145,838,15375,1397703499,0,61094,1,228147,19,0,13,6,0,0,0,0,0
2025-08-27 14:08:10.667145,13253,16539,1397703499,0,70045,0,3429,2,0,2,0,0,0,0,0,0
2025-08-27 14:08:10.667145,838,15305,1397703499,0,58792,0,2021,1,0,1,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13672,1397703499,0,70807,0,65740,26,8,18,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13095,13670,1397703499,0,70082,0,86950,20,2,16,2,0,0,0,0,0
2025-08-27 14:08:10.667145,13253,16533,16914836,1048585,10,0,3670,2,1,1,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13019,1397703499,0,59555,0,249265,56,15,33,8,0,0,0,0,0
2025-08-27 14:08:10.667145,13253,16533,1397703499,0,70808,1,744844,20,0,0,20,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13495,1397703499,0,59600,0,163036,30,9,17,4,0,0,0,0,0
2025-08-27 14:08:10.667145,13253,16533,1397703499,0,70045,0,65057,13,0,12,1,0,0,0,0,0
2025-08-27 14:08:10.667145,13120,13753,1397703499,0,59714,1,121858,4,0,0,4,0,0,0,0,0
2025-08-27 14:08:10.667145,12856,12856,1397703499,0,70049,0,94429,21,0,21,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13672,1397703499,0,70802,1,1760134,8,0,0,6,2,0,0,0,0
2025-08-27 14:08:10.667145,838,12627,1397703499,0,61094,1,150527,17,0,15,2,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13672,1346981957,0,56673,1,168828,16,0,12,4,0,0,0,0,0
2025-08-27 14:08:10.667145,12758,12874,1346981957,0,56673,0,174219,91,44,46,1,0,0,0,0,0
2025-08-27 14:08:10.667145,13120,13756,1397703499,0,59714,0,263276,36,2,29,5,0,0,0,0,0
2025-08-27 14:08:10.667145,12972,12972,1397703499,0,59601,1,4192913,104,0,0,102,2,0,0,0,0
2025-08-27 14:08:10.667145,13253,16535,1346981957,0,57676,1,97732,5,0,0,5,0,0,0,0,0
2025-08-27 14:08:10.667145,13253,16538,1397703499,0,70045,1,36098,1,0,0,1,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13672,1397703499,0,70074,0,1741,1,0,1,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13524,1397703499,0,59555,0,359083,78,23,43,12,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13019,1397703499,0,70807,0,19584,8,2,6,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13253,16543,1397703499,0,70045,1,67788,2,0,0,2,0,0,0,0,0
2025-08-27 14:08:10.667145,838,15305,16914836,0,5612,0,51763,48,29,19,0,0,0,0,0,0
2025-08-27 14:08:10.667145,12825,12914,16914836,0,5637,1,135796,17,0,12,5,0,0,0,0,0
2025-08-27 14:08:10.667145,838,15375,16914836,0,5598,0,19952,18,9,9,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13019,1397703499,0,70802,1,1177192,6,0,0,4,2,0,0,0,0
2025-08-27 14:08:10.667145,13019,13495,1397703499,0,59392,0,46872,20,6,14,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13253,16533,1346981957,0,57676,1,386692,12,0,0,11,1,0,0,0,0
2025-08-27 14:08:10.667145,13253,16540,1397703499,0,70045,1,80127,2,0,0,2,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13019,1397703499,0,59392,0,14979,6,2,4,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13120,13752,1397703499,0,59714,1,85054,3,0,0,3,0,0,0,0,0
2025-08-27 14:08:10.667145,838,15305,1397703499,0,58130,0,11211,4,1,3,0,0,0,0,0,0
2025-08-27 14:08:10.667145,12972,13528,1346981957,0,56613,1,144287,11,0,7,4,0,0,0,0,0
2025-08-27 14:08:10.667145,13019,13495,1346981957,0,56673,1,182197,16,1,7,8,0,0,0,0,0
2025-08-27 14:08:10.667145,14132,14138,16914836,0,6137,1,103644,8,0,1,7,0,0,0,0,0
2025-08-27 14:08:10.667145,14132,14134,7377,5242882,2,0,97423,42,0,42,0,0,0,0,0,0
2025-08-27 14:08:10.667145,13120,13749,1397703499,0,70887,1,80087,2,0,0,2,0,0,0,0,0
2025-08-27 14:08:10.667145,838,15375,16914836,0,5637,0,10426,6,3,3,0,0,0,0,0,0
